	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX5704150	11245133	5922654	5513	908388	0	0	0	0	107859	0	0	0	0	3891573	381063	28083	52.66859894	11245133	10336745	91.92	908388	8.08	SRX5704150_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11245133	0	20-151	55	16.37581433	144.77151	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	11276609	4165088	11276609	1702767959	5275266	1630914057	4.219829344	0	0	0.2825	0.0114	0.706
SRX5704151	13510849	7153424	12555	995991	0	0	0	0	143111	0	0	0	0	4752468	418608	34692	52.94577713	13510849	12514858	92.63	995991	7.37	SRX5704151_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13510849	0	20-151	55	16.6521144	143.8884667	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	13543735	5084799	13543735	2045103985	21546890	1943197872	4.982930636	0	0	0.2664	0.01	0.7235
SRX5704152	20749499	11113510	16603	1915164	0	0	0	0	290304	0	0	0	0	6592812	755690	65416	53.56037753	20749499	18834335	90.77	1915164	9.23	SRX5704152_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20749499	0	20-151	56	15.18678096	144.4595561	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	20838870	7596939	20838870	3146669370	44506210	2977136820	5.387682342	0	0	0.3033	0.0146	0.6821
SRX5704153	14293866	8201282	10165	1219604	0	0	0	0	181029	0	0	0	0	4043963	583145	54678	57.37623397	14293866	13074262	91.47	1219604	8.53	SRX5704153_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14293866	0	20-151	55	19.41631436	144.2398597	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	14361328	5300721	14361328	2168560528	29875686	2060963555	4.961677187	0	0	0.2812	0.0142	0.7046
SRX5704154	13403824	8132560	6821	1121826	0	0	0	0	222188	0	0	0	0	3298985	548258	73186	60.6734317	13403824	12281998	91.63	1121826	8.37	SRX5704154_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13403824	0	20-151	55	20.2861831	144.8527967	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	13480147	4631074	13480147	2035502197	8776900	1961704082	3.625548285	0	0	0.2809	0.0121	0.707
SRX5704155	25441482	14661572	11562	1487848	0	0	0	0	218239	0	0	0	0	7973344	1042360	46557	57.62860827	25441482	23953634	94.15	1487848	5.85	SRX5704155_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25441482	0	20-151	55	13.01555913	134.7623023	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	25495545	14081225	25495545	3849827295	46943559	3427562633	10.96840532	0	0	0.2808	0.0145	0.7047
SRX5704156	14995587	8729895	20114	1108276	0	0	0	0	167354	0	0	0	0	4383293	537321	49334	58.21642727	14995587	13887311	92.61	1108276	7.39	SRX5704156_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14995587	0	20-151	56	15.10971068	144.4194371	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	15040476	5881060	15040476	2271111876	26245017	2152794829	5.209652957	0	0	0.2699	0.0104	0.7198
SRX5704157	14151022	8669323	18366	1140845	0	0	0	0	176534	0	0	0	0	3456897	635359	53698	61.26287557	14151022	13010177	91.94	1140845	8.06	SRX5704157_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14151022	0	20-151	55	16.86222547	144.5795076	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	14200326	5722418	14200326	2144249226	25999953	2033497700	5.16504913	0	0	0.2959	0.0147	0.6894
SRX5704158	15116756	9180025	8023	1238466	0	0	0	0	203243	0	0	0	0	3770568	657147	59284	60.72748016	15116756	13878290	91.81	1238466	8.19	SRX5704158_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15116756	0	20-151	56	17.35080202	145.4227353	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	15187334	5450307	15187334	2293287434	9004076	2203727655	3.905301083	0	0	0.3026	0.0151	0.6823
SRX5704159	13469380	7979373	5449	1082893	0	0	0	0	147643	0	0	0	0	3658414	553319	42289	59.24083365	13469380	12386487	91.96	1082893	8.04	SRX5704159_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13469380	0	20-151	56	18.04222392	144.7290342	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	13504547	5089187	13504547	2039186597	6901569	1952853830	4.233686467	0	0	0.3024	0.0135	0.6841
SRX5704160	15810137	8946966	6441	1377234	0	0	0	0	216558	0	0	0	0	4576878	625918	60142	56.59005991	15810137	14432903	91.29	1377234	8.71	SRX5704160_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15810137	0	20-151	56	16.42502151	144.9486938	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	15855743	5850516	15855743	2394217193	7976217	2296492546	4.081695148	0	0	0.2939	0.0137	0.6924
SRX5704161	13542592	7855439	6310	1085566	0	0	0	0	172870	0	0	0	0	3831258	544224	46925	58.00543205	13542592	12457026	91.98	1085566	8.02	SRX5704161_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13542592	0	20-151	55	18.74545267	143.7225783	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	13598982	5094672	13598982	2053446282	8222753	1962214510	4.442861389	0	0	0.2916	0.0126	0.6957
SRX5704162	13951522	8295848	25651	1200238	0	0	0	0	190660	0	0	0	0	3692379	495439	51307	59.46195691	13951522	12751284	91.4	1200238	8.6	SRX5704162_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13951522	0	20-151	55	18.46701193	143.4533737	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	13995237	5432405	13995237	2113280787	27132753	2000665842	5.328915386	0	0	0.2872	0.0109	0.7019
SRX5704163	12815081	7178350	10988	928833	0	0	0	0	131137	0	0	0	0	4118903	413080	33790	56.01486249	12815081	11886248	92.75	928833	7.25	SRX5704163_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12815081	0	20-151	56	15.40903216	144.6953492	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	12844494	4836374	12844494	1939518594	5683481	1857169771	4.245838285	0	0	0.2757	0.0106	0.7137
SRX5704164	13854645	8357731	16510	1100737	0	0	0	0	144249	0	0	0	0	3598776	592635	44007	60.32439662	13854645	12753908	92.06	1100737	7.94	SRX5704164_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13854645	0	20-151	54	18.12301469	143.7160927	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	13891790	5688495	13891790	2097660290	22498963	1990408769	5.112911824	0	0	0.3066	0.0142	0.6792
SRX5704165	14042838	7786771	7470	1153992	0	0	0	0	133451	0	0	0	0	4313019	606089	42046	55.4501234	14042838	12888846	91.78	1153992	8.22	SRX5704165_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14042838	0	20-151	55	15.87267904	144.4825052	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	14075245	5353707	14075245	2125361995	6176043	2032173103	4.384612702	0	0	0.296	0.0149	0.6891
SRX5704166	13805119	8560482	15541	1079222	0	0	0	0	153253	0	0	0	0	3314516	627813	54292	62.00947634	13805119	12725897	92.18	1079222	7.82	SRX5704166_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13805119	0	20-151	55	15.61510895	145.0524321	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	13845983	5155482	13845983	2090743433	6122735	2006342156	4.036902648	0	0	0.277	0.0129	0.71
SRX5704167	13823395	8232478	18551	1082164	0	0	0	0	108949	0	0	0	0	3800083	538628	42542	59.55467524	13823395	12741231	92.17	1082164	7.83	SRX5704167_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13823395	0	20-151	55	17.05176403	143.9466713	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	13857757	5519045	13857757	2092521307	20774065	1989041216	4.945234758	0	0	0.2837	0.0107	0.7056
SRX5704168	13793763	7138813	13368	1266842	0	0	0	0	143407	0	0	0	0	4731406	455472	44455	51.75391951	13793763	12526921	90.82	1266842	9.18	SRX5704168_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13793763	0	20-151	55	14.41674648	145.8775405	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	13827412	5189845	13827412	2087939212	22090361	1999333056	4.243713394	0	0	0.2681	0.0102	0.7217
SRX5704169	13844290	7531631	12075	1183498	0	0	0	0	134853	0	0	0	0	4351797	590417	40019	54.40243595	13844290	12660792	91.45	1183498	8.55	SRX5704169_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13844290	0	20-151	54	17.65739262	143.8116059	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	13877326	5267059	13877326	2095476226	6240024	2004572179	4.338109203	0	0	0.2964	0.0156	0.6879
SRX5704170	13558102	7066970	31105	1154620	0	0	0	0	123089	0	0	0	0	4594080	554191	34047	52.1235937	13558102	12403482	91.48	1154620	8.52	SRX5704170_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13558102	0	20-151	55	15.89858175	144.3674795	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	13586941	5213753	13586941	2051628091	5918082	1960249651	4.453947594	0	0	0.2949	0.0159	0.6893
SRX5704171	14018236	7564008	132784	1158212	0	0	0	0	114703	0	0	0	0	4435743	578795	33991	53.95834397	14018236	12860024	91.74	1158212	8.26	SRX5704171_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14018236	0	20-151	55	15.71411599	144.9343523	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	14053160	5330214	14053160	2122027160	5704760	2034787411	4.111151386	0	0	0.3107	0.0143	0.675
SRX5704172	15403531	9213608	16112	1449095	0	0	0	0	162708	0	0	0	0	3845422	667439	49147	59.81490867	15403531	13954436	90.59	1449095	9.41	SRX5704172_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15403531	0	20-151	55	15.99365067	144.1200094	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	15459084	6313369	15459084	2334321684	33369134	2201848588	5.675014584	0	0	0.3016	0.0139	0.6845
SRX5704173	14825191	8190666	4599	1288887	0	0	0	0	156192	0	0	0	0	4576920	565689	42238	55.24830001	14825191	13536304	91.31	1288887	8.69	SRX5704173_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14825191	0	20-151	55	19.49261739	143.4781573	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	14889565	5646497	14889565	2248324315	33333468	2126349618	5.42513801	0	0	0.2914	0.0126	0.696
SRX5704174	15177385	8783021	19054	1296444	0	0	0	0	168942	0	0	0	0	4325370	540748	43806	57.86913226	15177385	13880941	91.46	1296444	8.54	SRX5704174_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15177385	0	20-151	55	18.55715473	142.4557531	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	15246021	5855730	15246021	2302149171	8690592	2185407022	5.071007147	0	0	0.2822	0.0109	0.7069
SRX5704175	15603752	8702390	11986	1391536	0	0	0	0	168513	0	0	0	0	4780764	504890	43673	55.77113761	15603752	14212216	91.08	1391536	8.92	SRX5704175_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15603752	0	20-151	55	14.30955628	144.4149003	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	15672874	6134695	15672874	2366603974	36007335	2233978413	5.604045394	0	0	0.2674	0.0101	0.7225
SRX5739419	6605244	3580019	9	173852	0	0	0	0	405	0	0	0	0	2663809	184152	2998	54.19964804	6605244	6431392	97.37	173852	2.63	SRX5739419_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6605244	0	20-150	56	16.76779596	148.3819801	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6608781	1749766	6608781	991317150	506075	985013485	0.635887819	0	0	0.3611	0.0154	0.6235
SRX5739420	6914296	3988464	5	194192	0	0	0	0	467	0	0	0	0	2531595	195659	3914	57.68431088	6914296	6720104	97.19	194192	2.81	SRX5739420_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6914296	0	20-150	56	16.86345789	148.4965761	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6918129	1891239	6918129	1037719350	2558792	1029946985	0.748985263	0	0	0.3801	0.0149	0.605
SRX5739421	6208841	3381377	7	184493	0	0	0	0	599	0	0	0	0	2472012	167274	3079	54.46067954	6208841	6024348	97.03	184493	2.97	SRX5739421_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6208841	0	20-150	56	17.42628079	148.4819845	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6212631	1691694	6212631	931894650	2264149	924751951	0.766470652	0	0	0.361	0.014	0.6249
SRX5739422	4942321	2165703	3	731261	0	0	0	0	939	0	0	0	0	1937843	104693	1879	43.81955361	4942321	4211060	85.2	731261	14.8	SRX5739422_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4942321	0	20-150	56	16.36472209	148.7969873	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	4944590	1330170	4944590	741688500	1746260	736370531	0.717008421	0	0	0.3217	0.0147	0.6636
SRX5739423	5319345	2457427	13	829851	0	0	0	0	1008	0	0	0	0	1911348	117691	2007	46.19792474	5319345	4489494	84.4	829851	15.6	SRX5739423_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5319345	0	20-150	56	17.42989795	148.5583795	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	5321750	1445236	5321750	798262500	1906579	792685926	0.698588998	0	0	0.3438	0.0166	0.6396
SRX5739424	4736954	2358513	14	157028	0	0	0	0	918	0	0	0	0	2101308	116884	2289	49.78965386	4736954	4579926	96.69	157028	3.31	SRX5739424_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4736954	0	20-150	55	18.19330189	148.5785165	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	4739103	1196996	4739103	710865450	376474	707430108	0.483261917	0	0	0.33	0.0138	0.6562
SRX5739425	4923599	2262242	26	798641	0	0	0	0	859	0	0	0	0	1751281	108621	1929	45.9469181	4923599	4124958	83.78	798641	16.22	SRX5739425_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4923599	0	20-150	56	18.03483217	148.5485634	pass	pass	0	pass	fail	warn	pass	warn	fail	fail	pass	4925515	1297551	4925515	738827250	391148	735049961	0.511254695	0	0	0.3411	0.0156	0.6433
SRX5739426	6360981	3366913	154	166873	0	0	0	0	1124	0	0	0	0	2648490	174511	2916	52.93071933	6360981	6194108	97.38	166873	2.62	SRX5739426_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6360981	0	20-150	56	16.3670825	148.6791028	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6363953	1765988	6363953	954592950	2064116	947108048	0.784093576	0	0	0.3451	0.0155	0.6394
SRX5739427	6326167	3240261	15	178795	0	0	0	0	1066	0	0	0	0	2736908	166336	2786	51.21997254	6326167	6147372	97.17	178795	2.83	SRX5739427_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6326167	0	20-150	55	16.68349417	148.5057457	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6330072	1637706	6330072	949510800	464371	944587751	0.518482675	0	0	0.3379	0.014	0.6482
SRX7195897	11635895	3780050	1727872	513313	0	0	0	0	21323	0	0	0	0	5312486	249570	31281	32.48611301	11635895	11122582	95.59	513313	4.41	SRX7195897_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11635895	0	20-101	55	14.6381546	99.65210652	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	11712349	2954275	11712349	1182947249	3180896	1174906474	0.679723885	0	0	0.3522	0.0192	0.6286
SRX7195898	10719393	3881814	461610	368318	0	0	0	0	14192	0	0	0	0	5718622	242970	31867	36.21300199	10719393	10351075	96.56	368318	3.44	SRX7195898_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10719393	0	20-101	56	14.1270559	99.65062201	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	10793559	2651428	10793559	1090149459	3165789	1082375996	0.713063969	0	0	0.261	0.023	0.716
SRX7195899	13403920	4668063	884594	585295	0	0	0	0	20320	0	0	0	0	6887473	321081	37094	34.82610311	13403920	12818625	95.63	585295	4.37	SRX7195899_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13403920	0	20-101	56	12.883488	99.75019487	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	13482205	4249541	13482205	1361702705	11525620	1343730023	1.319868275	0	0	0.2837	0.024	0.6923
SRX7195900	10689189	4151188	518778	419719	0	0	0	0	12382	0	0	0	0	5294730	263611	28781	38.83538779	10689189	10269470	96.07	419719	3.93	SRX7195900_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10689189	0	20-101	54	14.25258928	99.39315115	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	10758483	2638628	10758483	1086606783	3009213	1079150543	0.68619487	0	0	0.2908	0.0253	0.6839
SRX7195901	9788582	4101677	552492	416548	0	0	0	0	16857	0	0	0	0	4391236	273742	36030	41.90266782	9788582	9372034	95.74	416548	4.26	SRX7195901_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9788582	0	20-101	56	15.66830054	99.62107913	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	9852255	3047000	9852255	995077755	9539898	980668101	1.44809327	0	0	0.3207	0.0252	0.6541
SRX7195902	11162377	4946709	85806	428790	0	0	0	0	14995	0	0	0	0	5327273	318367	40437	44.31591049	11162377	10733587	96.16	428790	3.84	SRX7195902_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11162377	0	20-101	55	15.47352559	99.37017608	pass	pass	0	pass	warn	fail	pass	warn	fail	fail	pass	11225717	3407373	11225717	1133797417	10682395	1117527382	1.43500371	0	0	0.2818	0.0275	0.6907
SRX7584765	6341686	4459836	8419	814062	0	0	0	0	47362	0	0	0	0	816660	141405	53942	70.32571464	6341686	5527624	87.16	814062	12.84	SRX7584765_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6341686	0	20-100	60	44.42383363	97.35197801	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	6400729	1882365	6400729	640072900	9183602	619074257	3.280664281	0	0	0.3781	0.3107	0.3112
SRX7584767	6297737	3001021	926110	1360829	0	0	0	0	28255	0	0	0	0	808679	100815	72028	47.652371	6297737	4936908	78.39	1360829	21.61	SRX7584767_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6297737	0	20-100	56	31.82509364	97.85409235	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	6345128	1870523	6345128	634512800	7565700	617980208	2.605556893	0	0	0.3536	0.371	0.2754
SRX7584769	6014555	4151807	13947	873931	0	0	0	0	45315	0	0	0	0	747379	116684	65492	69.02932968	6014555	5140624	85.47	873931	14.53	SRX7584769_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6014555	0	20-100	60	42.65682734	97.36998897	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	6102592	1781736	6102592	610259200	12245298	586805221	3.843281511	0	0	0.3583	0.3246	0.3171
SRX7584771	6402494	4210703	252476	1056662	0	0	0	0	42820	0	0	0	0	622340	155051	62442	65.76660595	6402494	5345832	83.5	1056662	16.5	SRX7584771_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6402494	0	20-100	59	43.07793723	97.40282459	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	6525248	1999881	6525248	652524800	6438343	633978576	2.842225154	0	0	0.3888	0.3185	0.2927
SRX7584773	5735062	4294966	5595	764545	0	0	0	0	10705	0	0	0	0	458171	183394	17686	74.88961758	5735062	4970517	86.67	764545	13.33	SRX7584773_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5735062	0	20-100	60	53.94648353	98.68051505	pass	pass	warn	pass	fail	pass	pass	warn	warn	warn	pass	5753192	1505432	5753192	575319200	2807185	568783680	1.135981556	0	0	0.4049	0.2975	0.2976
SRX7584774	7160306	5301199	9324	945156	0	0	0	0	9766	0	0	0	0	661362	210435	23064	74.03592807	7160306	6215150	86.8	945156	13.2	SRX7584774_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7160306	0	20-100	61	47.50819152	98.67717972	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	7185616	1837271	7185616	718561600	3940812	710608030	1.106873788	0	0	0.4076	0.2961	0.2962
SRX7584775	6436365	4806032	7132	858977	0	0	0	0	7327	0	0	0	0	527217	183739	45941	74.66997288	6436365	5577388	86.65	858977	13.35	SRX7584775_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6436365	0	20-100	60	52.26666288	98.70071228	pass	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass	6457778	1668007	6457778	645777800	5376599	636843674	1.383467502	0	0	0.403	0.3027	0.2943
SRX7584776	6799577	5075015	8770	869972	0	0	0	0	10749	0	0	0	0	611681	169519	53871	74.6372164	6799577	5929605	87.21	869972	12.79	SRX7584776_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6799577	0	20-100	61	49.41689035	98.51037587	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6825883	1767581	6825883	682588300	3486807	674379421	1.202610563	0	0	0.413	0.2951	0.292
SRX7584777	6943196	4993153	48150	767041	0	0	0	0	34097	0	0	0	0	843743	184268	72744	71.91433167	6943196	6176155	88.95	767041	11.05	SRX7584777_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6943196	0	20-100	59	41.7865889	97.68681195	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	7173600	2033399	7173600	717360000	26730672	679648333	5.257007221	0	0	0.3683	0.3171	0.3145
SRX7584778	7469537	5252576	8440	822961	0	0	0	0	10728	0	0	0	0	1129120	179427	66285	70.31996762	7469537	6646576	88.98	822961	11.02	SRX7584778_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7469537	0	20-100	60	43.82033284	98.61638118	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	7496313	1934883	7496313	749631300	6410135	738456740	1.490674149	0	0	0.3659	0.3159	0.3182
SRX7584779	3801467	2927233	7233	427021	0	0	0	0	10119	0	0	0	0	312590	99951	17320	77.00272027	3801467	3374446	88.77	427021	11.23	SRX7584779_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3801467	0	20-100	61	58.57666548	98.38751671	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass	3813896	1012702	3813896	381389600	3079474	374952584	1.687779635	0	0	0.4128	0.2927	0.2945
SRX7584780	3188015	2442502	2703	361665	0	0	0	0	5327	0	0	0	0	248561	89738	37519	76.61513512	3188015	2826350	88.66	361665	11.34	SRX7584780_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3188015	0	20-100	60	60.15476172	98.54090398	pass	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass	3199038	842716	3199038	319903800	2731482	314928587	1.555221601	0	0	0.4008	0.3024	0.2969
SRX7584781	5008595	3882448	3610	581400	0	0	0	0	10080	0	0	0	0	360179	153024	17854	77.51571049	5008595	4427195	88.39	581400	11.61	SRX7584781_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5008595	0	20-100	60	54.48677375	98.57197997	pass	pass	warn	pass	fail	pass	pass	warn	warn	warn	pass	5024962	1309767	5024962	502496200	2570631	496639304	1.165560257	0	0	0.4083	0.2962	0.2955
SRX7584783	7393836	5772863	6674	778090	0	0	0	0	9220	0	0	0	0	543011	206931	77047	78.07669794	7393836	6615746	89.48	778090	10.52	SRX7584783_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7393836	0	20-100	61	49.5499086	98.71831969	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7423843	1895701	7423843	742384300	3937165	734127075	1.112257493	0	0	0.4116	0.2985	0.2899
SRX7584785	5669337	4479813	3516	619571	0	0	0	0	12588	0	0	0	0	340732	170595	42522	79.01828732	5669337	5049766	89.07	619571	10.93	SRX7584785_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5669337	0	20-100	61	57.29744483	98.29721077	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass	5691552	1493275	5691552	569155200	3085651	561247348	1.389401696	0	0	0.4348	0.2839	0.2812
SRX7584787	6963350	4295719	9769	924757	0	0	0	0	60541	0	0	0	0	1469478	146764	56322	61.69040763	6963350	6038593	86.72	924757	13.28	SRX7584787_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6963350	0	20-100	59	39.4444644	96.88610511	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7073130	2228953	7073130	707313000	6432726	684783767	3.185185766	0	0	0.3389	0.3319	0.3292
SRX7584789	5321257	3811667	10444	453556	0	0	0	0	23833	0	0	0	0	837459	134909	49389	71.63095111	5321257	4867701	91.48	453556	8.52	SRX7584789_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5321257	0	20-100	59	42.9103643	98.14017102	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	5369710	1469620	5369710	536971000	7344179	523101987	2.582823467	0	0	0.37	0.3173	0.3127
SRX7584791	6013965	4133374	8674	701142	0	0	0	0	6701	0	0	0	0	991207	124754	48113	68.72959853	6013965	5312823	88.34	701142	11.66	SRX7584791_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6013965	0	20-100	59	40.92053399	98.73776918	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6036072	1558085	6036072	603607200	2874880	597601578	0.994955329	0	0	0.3733	0.3176	0.3091
SRX7747531	7917210	6431756	812	428460	0	0	0	0	0	0	0	0	0	788643	258025	9514	81.23765822	7917210	7488750	94.59	428460	5.41	SRX7747531_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7917210	0	20-100	60	32.54161112	99.44065144	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	7917313	1990350	7917313	791731300	99654	788815191	0.36832054	0.2813	0.2805	0.4381	0	0
SRX7747532	7917205	6417728	987	445646	0	0	0	0	0	0	0	0	0	787667	255773	9404	81.06052578	7917205	7471559	94.37	445646	5.63	SRX7747532_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7917205	0	20-100	60	35.14059409	99.38758691	pass	pass	0	pass	fail	warn	pass	warn	fail	warn	pass	7917313	1989335	7917313	791731300	410147	788475479	0.411228026	0.2868	0.2758	0.4374	0	0
